Ax (m/s^2),Ay (m/s^2),Az (m/s^2),Gx (deg/sec),Gy (deg/sec),Gz (deg/sec),Mx (mTesla),My (mTesla),Mz (mTesla),Temp (C)
0.0,0.0,6.317567900180574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.2964320998194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.3175679001805465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.31756790018053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.29643209981939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.80700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.872197799455321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.806999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.74180220054468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.296432099819489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.807000000000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.317567900180629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
